Type,Spatial_Frequency,filepath,file_name,human_trials.thisRepN,human_trials.thisTrialN,human_trials.thisN,human_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Human_image.started,roi.started,Human_image.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,image_2.started,M_H_likeness_slider.response,M_H_likeness_slider.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_30_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_30_Caucasian_male_neutral_frontal.jpg,0,19,19,39,,,,,,,103.06131249999453,103.06131249999453,104.06066800000553,104.06066800000553,3,"[0.00907559999905061, 0.15905539999948815, 0.6923591999948258]","[0.09278510000149254, 0.6421216000017012, 0.8920185000024503]",104.44423949999327,81.66666666666667,0.3668410000100266,1.9500002963468432e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_12_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_12_Caucasian_female_neutral_frontal.jpg,0,20,20,1,,,,,,,106.2942289999919,106.2942289999919,,,1,[0.012843900010921061],[0.9982142000080785],108.07525490000262,63.24074074074074,0.764453700001468,1.5300000086426735e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_37_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_37_Caucasian_female_neutral_frontal.jpg,0,21,21,44,,,,,,,110.04005130000587,110.04005130000587,111.04406139999628,111.04406139999628,1,[0.0004364000051282346],[0.9930147999984911],111.8084530000051,74.44444444444444,0.7471350999985589,1.2799995602108538e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,0,22,22,13,,,,,,,113.66078039999411,113.66078039999411,114.66068020000239,114.66068020000239,2,"[0.00035820000630337745, 0.9457016000087606]","[0.8457747000065865, 0.9958818000013707]",115.17512970000098,64.16666666666666,0.49676320000435226,1.3900003978051245e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,23,23,18,,,,,,,117.05755349999527,117.05755349999527,118.06022250000387,118.06022250000387,3,"[0.0003964999923482537, 0.1588056000036886, 0.6088779999990948]","[0.0920475000020815, 0.5922361999982968, 0.9922023999970406]",118.7416646000056,72.4074074074074,0.6651638000039384,1.2600008631125093e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,0,24,24,5,,,,,,,120.79396270000143,120.79396270000143,121.7938942000037,121.7938942000037,1,[0.00036920000275131315],[0.9961755000113044],122.30664189999516,66.94444444444446,0.49697659999947064,1.3200013199821115e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_01_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_01_Caucasian_female_neutral_frontal.jpg,0,25,25,15,,,,,,,124.3732006999926,124.3732006999926,125.3769570000004,125.3769570000004,1,[0.0007441000052494928],[0.9924148999998579],126.02502869999444,68.24074074074073,0.6293951999978162,1.309999788645655e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,0,26,26,11,,,,,,,128.01042350000353,128.01042350000353,129.01033499999903,129.01033499999903,1,[0.00044410000555217266],[0.9960990999970818],129.40809609999997,67.77777777777779,0.3806695000093896,1.3299999409355223e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,27,27,3,,,,,,,131.39414580000448,131.39414580000448,132.39361369999824,132.39361369999824,1,[0.00037539999175351113],[0.9620209999993676],133.10802349999722,73.98148148148148,0.6969103000010364,1.2300006346777081e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_01_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_01_Caucasian_female_neutral_frontal.jpg,0,28,28,30,,,,,,,134.95828459999757,134.95828459999757,135.96030550000432,135.96030550000432,1,[0.0003876000118907541],[0.8918768000003183],136.52478330000304,96.57407407407408,0.5455416999902809,1.3700002455152571e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
